Time [ns]	X (Q6.10)	X (Decimal)	Y (Q6.10)	Y (Decimal)
766145	63124	-2.355469	61335	-4.102539
766375	63335	-2.149414	61244	-4.191406
766605	63550	-1.939453	61163	-4.270508
766835	63769	-1.725586	61091	-4.340820
767065	63992	-1.507812	61028	-4.402344
767295	64217	-1.288086	60973	-4.456055
767525	64445	-1.065430	60926	-4.501953
767755	64675	-0.840820	60887	-4.540039
767985	64907	-0.614258	60855	-4.571289
768215	65140	-0.386719	60831	-4.594727
768445	65374	-0.158203	60815	-4.610352
768675	   73	0.071289	60806	-4.619141
768905	  308	0.300781	60805	-4.620117
769135	  543	0.530273	60812	-4.613281
769365	  777	0.758789	60828	-4.597656
769595	 1010	0.986328	60852	-4.574219
769825	 1242	1.212891	60885	-4.541992
770055	 1472	1.437500	60927	-4.500977
770285	 1700	1.660156	60979	-4.450195
770515	 1925	1.879883	61041	-4.389648
770745	 2147	2.096680	61114	-4.318359
770975	 2365	2.309570	61198	-4.236328
771205	 2578	2.517578	61294	-4.142578
771435	 2786	2.720703	61403	-4.036133
771665	 2988	2.917969	61526	-3.916016
771895	 3184	3.109375	61663	-3.782227
772125	 3373	3.293945	61815	-3.633789
772355	 3554	3.470703	61982	-3.470703
772585	 3726	3.638672	62164	-3.292969
772815	 3889	3.797852	62361	-3.100586
773045	 4042	3.947266	62570	-2.896484
773275	 4184	4.085938	62790	-2.681641
773505	 4315	4.213867	63017	-2.459961
773735	 4434	4.330078	63249	-2.233398
773965	 4542	4.435547	63482	-2.005859
774195	 4638	4.529297	63715	-1.778320
774425	 4722	4.611328	63946	-1.552734
774655	 4795	4.682617	64175	-1.329102
774885	 4857	4.743164	64403	-1.106445
775115	 4907	4.791992	64632	-0.882812
775345	 4946	4.830078	64863	-0.657227
775575	 4973	4.856445	65099	-0.426758
775805	 4988	4.871094	65341	-0.190430
776035	 4991	4.874023	   53	0.051758
776265	 4982	4.865234	  307	0.299805
776495	 4960	4.843750	  566	0.552734
776725	 4925	4.809570	  826	0.806641
776955	 4877	4.762695	 1084	1.058594
777185	 4816	4.703125	 1336	1.304688
777415	 4743	4.631836	 1580	1.542969
777645	 4658	4.548828	 1814	1.771484
777875	 4561	4.454102	 2037	1.989258
778105	 4454	4.349609	 2250	2.197266
778335	 4336	4.234375	 2454	2.396484
778565	 4208	4.109375	 2651	2.588867
778795	 4071	3.975586	 2843	2.776367
779025	 3924	3.832031	 3031	2.959961
779255	 3768	3.679688	 3217	3.141602
779485	 3603	3.518555	 3401	3.321289
779715	 3429	3.348633	 3582	3.498047
779945	 3246	3.169922	 3760	3.671875
780175	 3054	2.982422	 3934	3.841797
780405	 2853	2.786133	 4101	4.004883
780635	 2644	2.582031	 4260	4.160156
780865	 2427	2.370117	 4408	4.304688
781095	 2203	2.151367	 4544	4.437500
781325	 1973	1.926758	 4665	4.555664
781555	 1737	1.696289	 4770	4.658203
781785	 1496	1.460938	 4859	4.745117
782015	 1252	1.222656	 4930	4.814453
782245	 1004	0.980469	 4983	4.866211
782475	  754	0.736328	 5019	4.901367
782705	  503	0.491211	 5037	4.918945
782935	  251	0.245117	 5037	4.918945
783165	    0	0.000000	 5020	4.902344
783395	65286	-0.244141	 4985	4.868164
783625	65038	-0.486328	 4934	4.818359
783855	64793	-0.725586	 4867	4.752930
784085	64552	-0.960938	 4784	4.671875
784315	64315	-1.192383	 4687	4.577148
784545	64084	-1.417969	 4576	4.468750
784775	63858	-1.638672	 4454	4.349609
785005	63639	-1.852539	 4322	4.220703
785235	63427	-2.059570	 4181	4.083008
785465	63222	-2.259766	 4034	3.939453
785695	63024	-2.453125	 3882	3.791016
785925	62834	-2.638672	 3726	3.638672
786155	62652	-2.816406	 3568	3.484375
786385	62478	-2.986328	 3408	3.328125
786615	62312	-3.148438	 3246	3.169922
786845	62154	-3.302734	 3082	3.009766
787075	62004	-3.449219	 2914	2.845703
787305	61863	-3.586914	 2742	2.677734
787535	61730	-3.716797	 2564	2.503906
787765	61606	-3.837891	 2379	2.323242
787995	61492	-3.949219	 2185	2.133789
788225	61388	-4.050781	 1981	1.934570
788455	61294	-4.142578	 1766	1.724609
788685	61211	-4.223633	 1541	1.504883
788915	61139	-4.293945	 1306	1.275391
789145	61079	-4.352539	 1064	1.039062
789375	61032	-4.398438	  818	0.798828
789605	60997	-4.432617	  572	0.558594
789835	60974	-4.455078	  328	0.320312
790065	60963	-4.465820	   89	0.086914
790295	60964	-4.464844	65393	-0.139648
790525	60976	-4.453125	65167	-0.360352
790755	60999	-4.430664	64946	-0.576172
790985	61033	-4.397461	64729	-0.788086
791215	61078	-4.353516	64514	-0.998047
791445	61134	-4.298828	64299	-1.208008
791675	61200	-4.234375	64083	-1.418945
791905	61277	-4.159180	63865	-1.631836
792135	61365	-4.073242	63645	-1.846680
792365	61464	-3.976562	63424	-2.062500
792595	61574	-3.869141	63204	-2.277344
792825	61695	-3.750977	62987	-2.489258
793055	61827	-3.622070	62777	-2.694336
793285	61969	-3.483398	62576	-2.890625
793515	62121	-3.334961	62387	-3.075195
793745	62282	-3.177734	62211	-3.247070
793975	62451	-3.012695	62050	-3.404297
794205	62628	-2.839844	61903	-3.547852
794435	62812	-2.660156	61771	-3.676758
794665	63002	-2.474609	61653	-3.791992
794895	63198	-2.283203	61548	-3.894531
795125	63399	-2.086914	61456	-3.984375
795355	63604	-1.886719	61376	-4.062500
795585	63813	-1.682617	61307	-4.129883
795815	64025	-1.475586	61248	-4.187500
796045	64239	-1.266602	61199	-4.235352
796275	64456	-1.054688	61160	-4.273438
796505	64674	-0.841797	61130	-4.302734
796735	64894	-0.626953	61109	-4.323242
796965	65114	-0.412109	61097	-4.334961
797195	65335	-0.196289	61094	-4.337891
797425	   20	0.019531	61101	-4.331055
797655	  240	0.234375	61117	-4.315430
797885	  459	0.448242	61142	-4.291016
798115	  677	0.661133	61177	-4.256836
798345	  893	0.872070	61222	-4.212891
798575	 1106	1.080078	61278	-4.158203
798805	 1316	1.285156	61345	-4.092773
799035	 1522	1.486328	61424	-4.015625
799265	 1724	1.683594	61515	-3.926758
799495	 1921	1.875977	61619	-3.825195
799725	 2113	2.063477	61736	-3.710938
799955	 2299	2.245117	61866	-3.583984
800185	 2478	2.419922	62010	-3.443359
800415	 2649	2.586914	62168	-3.289062
800645	 2812	2.746094	62339	-3.122070
800875	 2966	2.896484	62521	-2.944336
801105	 3111	3.038086	62713	-2.756836
801335	 3246	3.169922	62912	-2.562500
801565	 3371	3.291992	63116	-2.363281
801795	 3486	3.404297	63322	-2.162109
802025	 3591	3.506836	63527	-1.961914
802255	 3685	3.598633	63730	-1.763672
802485	 3769	3.680664	63931	-1.567383
802715	 3843	3.752930	64129	-1.374023
802945	 3908	3.816406	64325	-1.182617
803175	 3963	3.870117	64520	-0.992188
803405	 4008	3.914062	64716	-0.800781
803635	 4043	3.948242	64914	-0.607422
803865	 4068	3.972656	65117	-0.409180
804095	 4083	3.987305	65325	-0.206055
804325	 4088	3.992188	    3	0.002930
804555	 4082	3.986328	  223	0.217773
804785	 4065	3.969727	  447	0.436523
805015	 4037	3.942383	  673	0.657227
805245	 3997	3.903320	  899	0.877930
805475	 3946	3.853516	 1121	1.094727
805705	 3884	3.792969	 1336	1.304688
805935	 3812	3.722656	 1542	1.505859
806165	 3730	3.642578	 1738	1.697266
806395	 3638	3.552734	 1923	1.877930
806625	 3537	3.454102	 2097	2.047852
806855	 3428	3.347656	 2261	2.208008
807085	 3311	3.233398	 2417	2.360352
807315	 3186	3.111328	 2565	2.504883
807545	 3054	2.982422	 2707	2.643555
807775	 2915	2.846680	 2844	2.777344
808005	 2769	2.704102	 2977	2.907227
808235	 2617	2.555664	 3107	3.034180
808465	 2459	2.401367	 3234	3.158203
808695	 2294	2.240234	 3359	3.280273
808925	 2123	2.073242	 3481	3.399414
809155	 1946	1.900391	 3600	3.515625
809385	 1763	1.721680	 3715	3.627930
809615	 1575	1.538086	 3826	3.736328
809845	 1381	1.348633	 3931	3.838867
810075	 1182	1.154297	 4029	3.934570
810305	  978	0.955078	 4119	4.022461
810535	  770	0.751953	 4199	4.100586
810765	  558	0.544922	 4269	4.168945
810995	  343	0.334961	 4327	4.225586
811225	  126	0.123047	 4373	4.270508
811455	65443	-0.090820	 4406	4.302734
811685	65222	-0.306641	 4426	4.322266
811915	65001	-0.522461	 4433	4.329102
812145	64780	-0.738281	 4426	4.322266
812375	64559	-0.954102	 4406	4.302734
812605	64340	-1.167969	 4373	4.270508
812835	64123	-1.379883	 4328	4.226562
813065	63908	-1.589844	 4272	4.171875
813295	63696	-1.796875	 4205	4.106445
813525	63488	-2.000000	 4128	4.031250
813755	63284	-2.199219	 4042	3.947266
813985	63084	-2.394531	 3948	3.855469
814215	62889	-2.584961	 3847	3.756836
814445	62699	-2.770508	 3740	3.652344
814675	62515	-2.950195	 3628	3.542969
814905	62337	-3.124023	 3511	3.428711
815135	62165	-3.291992	 3390	3.310547
815365	61999	-3.454102	 3264	3.187500
815595	61839	-3.610352	 3134	3.060547
815825	61686	-3.759766	 2998	2.927734
816055	61540	-3.902344	 2856	2.789062
816285	61401	-4.038086	 2707	2.643555
816515	61269	-4.166992	 2550	2.490234
816745	61146	-4.287109	 2383	2.327148
816975	61031	-4.399414	 2205	2.153320
817205	60925	-4.502930	 2015	1.967773
817435	60829	-4.596680	 1813	1.770508
817665	60743	-4.680664	 1599	1.561523
817895	60668	-4.753906	 1373	1.340820
818125	60605	-4.815430	 1138	1.111328
818355	60554	-4.865234	  897	0.875977
818585	60515	-4.903320	  653	0.637695
818815	60488	-4.929688	  409	0.399414
819045	60473	-4.944336	  168	0.164062
819275	60470	-4.947266	65468	-0.066406
819505	60479	-4.938477	65237	-0.291992
819735	60499	-4.918945	65011	-0.512695
819965	60530	-4.888672	64789	-0.729492
820195	60572	-4.847656	64568	-0.945312
820425	60625	-4.795898	64347	-1.161133
820655	60689	-4.733398	64124	-1.378906
820885	60764	-4.660156	63898	-1.599609
821115	60851	-4.575195	63669	-1.823242
821345	60949	-4.479492	63438	-2.048828
821575	61059	-4.372070	63207	-2.274414
821805	61180	-4.253906	62979	-2.497070
822035	61312	-4.125000	62757	-2.713867
822265	61455	-3.985352	62544	-2.921875
822495	61609	-3.834961	62342	-3.119141
822725	61772	-3.675781	62153	-3.303711
822955	61945	-3.506836	61978	-3.474609
823185	62126	-3.330078	61818	-3.630859
823415	62314	-3.146484	61671	-3.774414
823645	62509	-2.956055	61537	-3.905273
823875	62711	-2.758789	61416	-4.023438
824105	62919	-2.555664	61306	-4.130859
824335	63132	-2.347656	61206	-4.228516
824565	63349	-2.135742	61116	-4.316406
824795	63571	-1.918945	61034	-4.396484
825025	63797	-1.698242	60960	-4.468750
825255	64026	-1.474609	60894	-4.533203
825485	64258	-1.248047	60835	-4.590820
825715	64493	-1.018555	60784	-4.640625
825945	64730	-0.787109	60740	-4.683594
826175	64969	-0.553711	60703	-4.719727
826405	65210	-0.318359	60673	-4.749023
826635	65452	-0.082031	60650	-4.771484
826865	  159	0.155273	60635	-4.786133
827095	  403	0.393555	60627	-4.793945
827325	  647	0.631836	60627	-4.793945
827555	  891	0.870117	60635	-4.786133
827785	 1134	1.107422	60651	-4.770508
828015	 1376	1.343750	60675	-4.747070
828245	 1617	1.579102	60708	-4.714844
828475	 1856	1.812500	60750	-4.673828
828705	 2093	2.043945	60802	-4.623047
828935	 2327	2.272461	60863	-4.563477
829165	 2558	2.498047	60935	-4.493164
829395	 2785	2.719727	61018	-4.412109
829625	 3007	2.936523	61112	-4.320312
829855	 3224	3.148438	61219	-4.215820
830085	 3436	3.355469	61339	-4.098633
830315	 3641	3.555664	61473	-3.967773
830545	 3839	3.749023	61622	-3.822266
830775	 4030	3.935547	61787	-3.661133
831005	 4212	4.113281	61968	-3.484375
831235	 4384	4.281250	62165	-3.291992
831465	 4546	4.439453	62377	-3.084961
831695	 4697	4.586914	62603	-2.864258
831925	 4837	4.723633	62840	-2.632812
832155	 4965	4.848633	63084	-2.394531
832385	 5080	4.960938	63332	-2.152344
832615	 5183	5.061523	63582	-1.908203
832845	 5274	5.150391	63831	-1.665039
833075	 5352	5.226562	64079	-1.422852
833305	 5418	5.291016	64326	-1.181641
833535	 5472	5.343750	64573	-0.940430
833765	 5513	5.383789	64823	-0.696289
833995	 5542	5.412109	65078	-0.447266
834225	 5558	5.427734	65339	-0.192383
834455	 5561	5.430664	   71	0.069336
834685	 5550	5.419922	  345	0.336914
834915	 5525	5.395508	  624	0.609375
835145	 5486	5.357422	  904	0.882812
835375	 5434	5.306641	 1181	1.153320
835605	 5368	5.242188	 1451	1.416992
835835	 5289	5.165039	 1712	1.671875
836065	 5197	5.075195	 1963	1.916992
836295	 5093	4.973633	 2204	2.152344
836525	 4977	4.860352	 2436	2.378906
836755	 4849	4.735352	 2661	2.598633
836985	 4710	4.599609	 2881	2.813477
837215	 4561	4.454102	 3098	3.025391
837445	 4401	4.297852	 3313	3.235352
837675	 4230	4.130859	 3526	3.443359
837905	 4049	3.954102	 3737	3.649414
838135	 3857	3.766602	 3944	3.851562
838365	 3655	3.569336	 4145	4.047852
838595	 3443	3.362305	 4337	4.235352
838825	 3222	3.146484	 4518	4.412109
839055	 2992	2.921875	 4685	4.575195
839285	 2754	2.689453	 4836	4.722656
839515	 2509	2.450195	 4970	4.853516
839745	 2258	2.205078	 5086	4.966797
839975	 2002	1.955078	 5184	5.062500
840205	 1741	1.700195	 5263	5.139648
840435	 1477	1.442383	 5323	5.198242
840665	 1210	1.181641	 5365	5.239258
840895	  941	0.918945	 5389	5.262695
841125	  672	0.656250	 5395	5.268555
841355	  403	0.393555	 5384	5.257812
841585	  135	0.131836	 5355	5.229492
841815	65405	-0.127930	 5309	5.184570
842045	65141	-0.385742	 5246	5.123047
842275	64881	-0.639648	 5166	5.044922
842505	64625	-0.889648	 5070	4.951172
842735	64375	-1.133789	 4958	4.841797
842965	64131	-1.372070	 4831	4.717773
843195	63893	-1.604492	 4690	4.580078
843425	63663	-1.829102	 4537	4.430664
843655	63440	-2.046875	 4374	4.271484
843885	63226	-2.255859	 4203	4.104492
844115	63021	-2.456055	 4026	3.931641
844345	62824	-2.648438	 3845	3.754883
844575	62637	-2.831055	 3662	3.576172
844805	62459	-3.004883	 3477	3.395508
845035	62290	-3.169922	 3292	3.214844
845265	62130	-3.326172	 3106	3.033203
845495	61979	-3.473633	 2918	2.849609
845725	61838	-3.611328	 2726	2.662109
845955	61707	-3.739258	 2529	2.469727
846185	61586	-3.857422	 2325	2.270508
846415	61475	-3.965820	 2113	2.063477
846645	61375	-4.063477	 1891	1.846680
846875	61286	-4.150391	 1659	1.620117
847105	61209	-4.225586	 1417	1.383789
847335	61144	-4.289062	 1168	1.140625
847565	61092	-4.339844	  914	0.892578
847795	61052	-4.378906	  659	0.643555
848025	61025	-4.405273	  406	0.396484
848255	61011	-4.418945	  158	0.154297
848485	61009	-4.420898	65452	-0.082031
848715	61019	-4.411133	65217	-0.311523
848945	61040	-4.390625	64988	-0.535156
849175	61072	-4.359375	64764	-0.753906
849405	61115	-4.317383	64543	-0.969727
849635	61169	-4.264648	64323	-1.184570
849865	61234	-4.201172	64102	-1.400391
850095	61310	-4.126953	63879	-1.618164
850325	61398	-4.041016	63654	-1.837891
850555	61497	-3.944336	63428	-2.058594
850785	61607	-3.836914	63204	-2.277344
851015	61728	-3.718750	62984	-2.492188
851245	61860	-3.589844	62770	-2.701172
851475	62002	-3.451172	62566	-2.900391
851705	62154	-3.302734	62374	-3.087891
851935	62316	-3.144531	62196	-3.261719
852165	62486	-2.978516	62032	-3.421875
852395	62664	-2.804688	61883	-3.567383
852625	62849	-2.624023	61749	-3.698242
852855	63040	-2.437500	61629	-3.815430
853085	63237	-2.245117	61523	-3.918945
853315	63439	-2.047852	61429	-4.010742
853545	63645	-1.846680	61347	-4.090820
853775	63855	-1.641602	61276	-4.160156
854005	64068	-1.433594	61215	-4.219727
854235	64284	-1.222656	61164	-4.269531
854465	64502	-1.009766	61123	-4.309570
854695	64722	-0.794922	61091	-4.340820
854925	64944	-0.578125	61068	-4.363281
855155	65166	-0.361328	61054	-4.376953
855385	65389	-0.143555	61049	-4.381836
855615	   76	0.074219	61053	-4.377930
855845	  299	0.291992	61066	-4.365234
856075	  521	0.508789	61088	-4.343750
856305	  741	0.723633	61120	-4.312500
856535	  959	0.936523	61162	-4.271484
856765	 1175	1.147461	61214	-4.220703
856995	 1388	1.355469	61277	-4.159180
857225	 1598	1.560547	61351	-4.086914
857455	 1804	1.761719	61437	-4.002930
857685	 2005	1.958008	61536	-3.906250
857915	 2201	2.149414	61648	-3.796875
858145	 2391	2.334961	61774	-3.673828
858375	 2575	2.514648	61914	-3.537109
858605	 2751	2.686523	62068	-3.386719
858835	 2919	2.850586	62235	-3.223633
859065	 3079	3.006836	62415	-3.047852
859295	 3229	3.153320	62606	-2.861328
859525	 3370	3.291016	62806	-2.666016
859755	 3500	3.417969	63013	-2.463867
859985	 3620	3.535156	63223	-2.258789
860215	 3729	3.641602	63434	-2.052734
860445	 3828	3.738281	63644	-1.847656
860675	 3917	3.825195	63851	-1.645508
860905	 3995	3.901367	64056	-1.445312
861135	 4063	3.967773	64258	-1.248047
861365	 4121	4.024414	64459	-1.051758
861595	 4169	4.071289	64661	-0.854492
861825	 4207	4.108398	64865	-0.655273
862055	 4235	4.135742	65073	-0.452148
862285	 4252	4.152344	65287	-0.243164
862515	 4258	4.158203	65507	-0.028320
862745	 4253	4.153320	  197	0.192383
862975	 4237	4.137695	  427	0.416992
863205	 4209	4.110352	  660	0.644531
863435	 4170	4.072266	  892	0.871094
863665	 4119	4.022461	 1121	1.094727
863895	 4057	3.961914	 1343	1.311523
864125	 3984	3.890625	 1556	1.519531
864355	 3901	3.809570	 1759	1.717773
864585	 3808	3.718750	 1951	1.905273
864815	 3706	3.619141	 2132	2.082031
865045	 3595	3.510742	 2304	2.250000
865275	 3476	3.394531	 2467	2.409180
865505	 3349	3.270508	 2623	2.561523
865735	 3214	3.138672	 2774	2.708984
865965	 3072	3.000000	 2921	2.852539
866195	 2922	2.853516	 3064	2.992188
866425	 2765	2.700195	 3204	3.128906
866655	 2601	2.540039	 3342	3.263672
866885	 2431	2.374023	 3477	3.395508
867115	 2254	2.201172	 3609	3.524414
867345	 2070	2.021484	 3738	3.650391
867575	 1880	1.835938	 3862	3.771484
867805	 1684	1.644531	 3980	3.886719
868035	 1482	1.447266	 4091	3.995117
868265	 1275	1.245117	 4193	4.094727
868495	 1063	1.038086	 4284	4.183594
868725	  847	0.827148	 4364	4.261719
868955	  627	0.612305	 4431	4.327148
869185	  404	0.394531	 4485	4.379883
869415	  179	0.174805	 4525	4.418945
869645	65488	-0.046875	 4550	4.443359
869875	65260	-0.269531	 4561	4.454102
870105	65032	-0.492188	 4557	4.450195
870335	64805	-0.713867	 4539	4.432617
870565	64579	-0.934570	 4507	4.401367
870795	64355	-1.153320	 4461	4.356445
871025	64134	-1.369141	 4403	4.299805
871255	63916	-1.582031	 4333	4.231445
871485	63702	-1.791016	 4252	4.152344
871715	63492	-1.996094	 4161	4.063477
871945	63287	-2.196289	 4061	3.965820
872175	63087	-2.391602	 3954	3.861328
872405	62892	-2.582031	 3841	3.750977
872635	62703	-2.766602	 3722	3.634766
872865	62520	-2.945312	 3599	3.514648
873095	62343	-3.118164	 3472	3.390625
873325	62173	-3.284180	 3341	3.262695
873555	62009	-3.444336	 3206	3.130859
873785	61852	-3.597656	 3066	2.994141
874015	61702	-3.744141	 2921	2.852539
874245	61560	-3.882812	 2770	2.705078
874475	61425	-4.014648	 2612	2.550781
874705	61298	-4.138672	 2445	2.387695
874935	61180	-4.253906	 2268	2.214844
875165	61071	-4.360352	 2080	2.031250
875395	60972	-4.457031	 1880	1.835938
875625	60883	-4.543945	 1668	1.628906
875855	60805	-4.620117	 1445	1.411133
876085	60738	-4.685547	 1212	1.183594
876315	60683	-4.739258	  972	0.949219
876545	60640	-4.781250	  728	0.710938
876775	60609	-4.811523	  484	0.472656
877005	60590	-4.830078	  242	0.236328
877235	60583	-4.836914	    5	0.004883
877465	60588	-4.832031	65309	-0.221680
877695	60604	-4.816406	65083	-0.442383
877925	60632	-4.789062	64861	-0.659180
878155	60671	-4.750977	64641	-0.874023
878385	60721	-4.702148	64422	-1.087891
878615	60781	-4.643555	64202	-1.302734
878845	60852	-4.574219	63979	-1.520508
879075	60935	-4.493164	63753	-1.741211
879305	61029	-4.401367	63525	-1.963867
879535	61134	-4.298828	63296	-2.187500
879765	61251	-4.184570	63069	-2.409180
879995	61379	-4.059570	62847	-2.625977
880225	61518	-3.923828	62633	-2.834961
880455	61667	-3.778320	62429	-3.034180
880685	61826	-3.623047	62238	-3.220703
880915	61994	-3.458984	62061	-3.393555
881145	62171	-3.286133	61898	-3.552734
881375	62356	-3.105469	61750	-3.697266
881605	62548	-2.917969	61615	-3.829102
881835	62746	-2.724609	61493	-3.948242
882065	62950	-2.525391	61383	-4.055664
882295	63159	-2.321289	61284	-4.152344
882525	63373	-2.112305	61195	-4.239258
882755	63591	-1.899414	61116	-4.316406
882985	63812	-1.683594	61045	-4.385742
883215	64037	-1.463867	60983	-4.446289
883445	64265	-1.241211	60929	-4.499023
883675	64495	-1.016602	60882	-4.544922
883905	64727	-0.790039	60843	-4.583008
884135	64961	-0.561523	60811	-4.614258
884365	65197	-0.331055	60786	-4.638672
884595	65434	-0.099609	60769	-4.655273
884825	  135	0.131836	60760	-4.664062
885055	  372	0.363281	60758	-4.666016
885285	  609	0.594727	60764	-4.660156
885515	  846	0.826172	60778	-4.646484
885745	 1082	1.056641	60801	-4.624023
885975	 1317	1.286133	60833	-4.592773
886205	 1550	1.513672	60874	-4.552734
886435	 1781	1.739258	60925	-4.502930
886665	 2009	1.961914	60986	-4.443359
886895	 2233	2.180664	61057	-4.374023
887125	 2454	2.396484	61139	-4.293945
887355	 2670	2.607422	61233	-4.202148
887585	 2881	2.813477	61340	-4.097656
887815	 3087	3.014648	61460	-3.980469
888045	 3286	3.208984	61594	-3.849609
888275	 3478	3.396484	61743	-3.704102
888505	 3662	3.576172	61908	-3.542969
888735	 3838	3.748047	62088	-3.367188
888965	 4005	3.911133	62283	-3.176758
889195	 4161	4.063477	62492	-2.972656
889425	 4307	4.206055	62713	-2.756836
889655	 4441	4.336914	62942	-2.533203
889885	 4564	4.457031	63177	-2.303711
890115	 4675	4.565430	63415	-2.071289
890345	 4774	4.662109	63653	-1.838867
890575	 4861	4.747070	63889	-1.608398
890805	 4937	4.821289	64123	-1.379883
891035	 5001	4.883789	64356	-1.152344
891265	 5053	4.934570	64589	-0.924805
891495	 5094	4.974609	64825	-0.694336
891725	 5123	5.002930	65065	-0.459961
891955	 5140	5.019531	65311	-0.219727
892185	 5144	5.023438	   28	0.027344
892415	 5136	5.015625	  287	0.280273
892645	 5115	4.995117	  551	0.538086
892875	 5080	4.960938	  816	0.796875
893105	 5032	4.914062	 1079	1.053711
893335	 4971	4.854492	 1337	1.305664
893565	 4898	4.783203	 1587	1.549805
893795	 4812	4.699219	 1826	1.783203
894025	 4715	4.604492	 2055	2.006836
894255	 4607	4.499023	 2274	2.220703
894485	 4488	4.382812	 2485	2.426758
894715	 4359	4.256836	 2689	2.625977
894945	 4220	4.121094	 2888	2.820312
895175	 4071	3.975586	 3084	3.011719
895405	 3912	3.820312	 3277	3.200195
895635	 3744	3.656250	 3468	3.386719
895865	 3566	3.482422	 3657	3.571289
896095	 3379	3.299805	 3843	3.752930
896325	 3183	3.108398	 4023	3.928711
896555	 2978	2.908203	 4196	4.097656
896785	 2764	2.699219	 4359	4.256836
897015	 2542	2.482422	 4510	4.404297
897245	 2313	2.258789	 4648	4.539062
897475	 2078	2.029297	 4770	4.658203
897705	 1837	1.793945	 4875	4.760742
897935	 1591	1.553711	 4963	4.846680
898165	 1341	1.309570	 5033	4.915039
898395	 1088	1.062500	 5085	4.965820
898625	  833	0.813477	 5119	4.999023
898855	  577	0.563477	 5134	5.013672
899085	  321	0.313477	 5132	5.011719
899315	   65	0.063477	 5112	4.992188
899545	65347	-0.184570	 5075	4.956055
899775	65095	-0.430664	 5021	4.903320
900005	64846	-0.673828	 4950	4.833984
900235	64601	-0.913086	 4864	4.750000
900465	64361	-1.147461	 4763	4.651367
900695	64126	-1.376953	 4648	4.539062
900925	63897	-1.600586	 4521	4.415039
901155	63675	-1.817383	 4383	4.280273
901385	63460	-2.027344	 4236	4.136719
901615	63252	-2.230469	 4082	3.986328
901845	63052	-2.425781	 3923	3.831055
902075	62860	-2.613281	 3760	3.671875
902305	62676	-2.792969	 3595	3.510742
902535	62501	-2.963867	 3428	3.347656
902765	62334	-3.126953	 3260	3.183594
902995	62175	-3.282227	 3090	3.017578
903225	62025	-3.428711	 2917	2.848633
903455	61884	-3.566406	 2740	2.675781
903685	61751	-3.696289	 2558	2.498047
903915	61628	-3.816406	 2368	2.312500
904145	61514	-3.927734	 2170	2.119141
904375	61410	-4.029297	 1962	1.916016
904605	61317	-4.120117	 1743	1.702148
904835	61235	-4.200195	 1514	1.478516
905065	61165	-4.268555	 1276	1.246094
905295	61107	-4.325195	 1032	1.007812
905525	61061	-4.370117	  784	0.765625
905755	61028	-4.402344	  536	0.523438
905985	61007	-4.422852	  292	0.285156
906215	60998	-4.431641	   53	0.051758
906445	61001	-4.428711	65357	-0.174805
906675	61015	-4.415039	65131	-0.395508
906905	61040	-4.390625	64910	-0.611328
907135	61076	-4.355469	64693	-0.823242
907365	61123	-4.309570	64478	-1.033203
907595	61181	-4.252930	64263	-1.243164
907825	61249	-4.186523	64046	-1.455078
908055	61328	-4.109375	63827	-1.668945
908285	61418	-4.021484	63606	-1.884766
908515	61519	-3.922852	63385	-2.100586
908745	61631	-3.813477	63165	-2.315430
908975	61754	-3.693359	62949	-2.526367
909205	61888	-3.562500	62740	-2.730469
909435	62032	-3.421875	62541	-2.924805
909665	62185	-3.272461	62355	-3.106445
909895	62347	-3.114258	62182	-3.275391
910125	62518	-2.947266	62024	-3.429688
910355	62696	-2.773438	61881	-3.569336
910585	62881	-2.592773	61752	-3.695312
910815	63072	-2.406250	61637	-3.807617
911045	63268	-2.214844	61535	-3.907227
911275	63469	-2.018555	61446	-3.994141
911505	63674	-1.818359	61368	-4.070312
911735	63883	-1.614258	61301	-4.135742
911965	64095	-1.407227	61245	-4.190430
912195	64309	-1.198242	61199	-4.235352
912425	64525	-0.987305	61163	-4.270508
912655	64743	-0.774414	61136	-4.296875
912885	64962	-0.560547	61118	-4.314453
913115	65182	-0.345703	61109	-4.323242
913345	65402	-0.130859	61109	-4.323242
913575	   86	0.083984	61119	-4.313477
913805	  305	0.297852	61138	-4.294922
914035	  523	0.510742	61167	-4.266602
914265	  739	0.721680	61206	-4.228516
914495	  953	0.930664	61255	-4.180664
914725	 1164	1.136719	61315	-4.122070
914955	 1372	1.339844	61386	-4.052734
915185	 1576	1.539062	61469	-3.971680
915415	 1776	1.734375	61565	-3.877930
915645	 1971	1.924805	61674	-3.771484
915875	 2160	2.109375	61796	-3.652344
916105	 2343	2.288086	61932	-3.519531
916335	 2518	2.458984	62082	-3.373047
916565	 2686	2.623047	62245	-3.213867
916795	 2845	2.778320	62420	-3.042969
917025	 2995	2.924805	62606	-2.861328
917255	 3136	3.062500	62801	-2.670898
917485	 3267	3.190430	63002	-2.474609
917715	 3388	3.308594	63206	-2.275391
917945	 3498	3.416016	63411	-2.075195
918175	 3598	3.513672	63615	-1.875977
918405	 3688	3.601562	63816	-1.679688
918635	 3768	3.679688	64014	-1.486328
918865	 3838	3.748047	64210	-1.294922
919095	 3899	3.807617	64404	-1.105469
919325	 3950	3.857422	64598	-0.916016
919555	 3991	3.897461	64793	-0.725586
